,AgencySystem_Name,SiteSystem_Name,Agency_Id,Site_Id,Site_AgencyId,Site_Status,site_lat,site_long,site_zip_lat,site_zip_long,site_address
17381,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - VILAS COUNTY,19557,33700.0,19557.0,active,45.9186127,-89.2456404,45.951385,-89.26006," EAGLE RIVER WI, 54521"
17382,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - BROWN COUNTY,19557,34351.0,19557.0,active,44.5147995,-88.0156222,44.483376,-88.02269," GREEN BAY WI, 54301"
17383,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - DOOR COUNTY,19557,34353.0,19557.0,active,44.9518802,-87.3201705,44.839985,-87.39971," STURGEON BAY WI, 54235"
17384,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS- LANGLADE COUNTY,19557,34623.0,19557.0,active,45.1440705,-89.1551832,45.10591,-89.19102," ANTIGO WI, 54409"
17385,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS- FLORENCE COUNTY,19557,34624.0,19557.0,active,45.9211777,-88.248996,45.86965,-88.315285," FLORENCE WI, 54121"
17386,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS-FOREST COUNTY,19557,34625.0,19557.0,active,45.5687126,-88.9018975,45.51941,-88.923035," CRANDON WI, 54520"
17387,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - MARINETTE COUNTY,19557,34627.0,19557.0,active,45.099483,-87.63241,45.09188,-87.67188," MARINETTE WI, 54143"
17388,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - MENOMINEE COUNTY,19557,34628.0,19557.0,active,44.8861736,-88.6515835,44.9448,-88.63524," KESHENA WI, 54135"
17389,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - OCONTO COUNTY,19557,34629.0,19557.0,active,44.88669,-87.8653331,44.8877,-87.93925," OCONTO WI, 54153"
17390,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS -SHAWANO COUNTY,19557,34630.0,19557.0,active,44.7811827,-88.6080884,44.753555,-88.66879," SHAWANO WI, 54166"
17391,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - POLK COUNTY,19557,34676.0,19557.0,active,45.311655,-92.3632111,45.343746,-92.36489," AMERY WI, 54001"
17392,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS-SAINT CROIX COUNTY,19557,34677.0,19557.0,active,44.9869014,-92.7551043,44.97084,-92.700264," HUDSON WI, 54016"
17393,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - DOUGLAS COUNTY,19557,34682.0,19557.0,active,46.5860669,-92.120238,46.5829,-92.11727," SUPERIOR WI, 54880"
17394,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - DANE COUNTY,19557,34689.0,19557.0,active,43.0450687,-89.3471864,43.03725,-89.38687,"2000 Engel Street Suite 104 Monona WI, 53713"
17395,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - ROCK COUNTY,19557,34691.0,19557.0,active,42.6821788,-89.0268195,42.694546,-89.131905," JANESVILLE WI, 53548"
17396,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - GREEN COUNTY,19557,34692.0,19557.0,active,42.6005394,-89.6370065,42.61051,-89.629395," MONROE WI, 53566"
17397,ALCOHOLICS ANONYMOUS,ALCOHOLICS ANONYMOUS - COLUMBIA COUNTY,19557,34693.0,19557.0,active,43.4174845,-89.523534,43.412086,-89.401," POYNETTE WI, 53955"
17398,7 RIVERS RECYCLING,7 RIVERS RECYCLING,19558,33533.0,19558.0,active,43.9211424,-91.2465038,43.909927,-91.25719,"W6833 Industrial Boulevard Onalaska WI, 54650"
17399,KUPPER RATSCH SENIOR CENTER,KUPPER RATSCH SENIOR CENTER,19560,33546.0,19560.0,active,43.977641,-90.504231,44.013435,-90.492966,"1002 Superior Avenue Tomah WI, 54660"
17400,ST. MARTIN OF TOURS PARISH,ST. MARTIN OF TOURS PARISH,19561,33549.0,19561.0,active,44.8058461,-88.4554532,44.81582,-88.3895,"407 South Warrington Avenue Cecil WI, 54111"
17401,ATC STOREHOUSE PANTRY,ATC STOREHOUSE PANTRY,19562,33614.0,19562.0,active,44.2867437,-88.3937976,44.275826,-88.37447,"2720 North Kesting Court Appleton WI, 54911"
17402,NEW CREATION MISSIONARY PRAISE CHURCH,NEW CREATION MISSIONARY PRAISE CHURCH,19567,33690.0,19567.0,active,43.067858,-87.9302247,43.075047,-87.933556,"1404 West Center Street Milwaukee WI, 53206"
17403,INACTIVE BUFFALO COMMUNITY BIBLE CHURCH,INACTIVE BUFFALO COMMUNITY BIBLE CHURCH,19571,33615.0,19571.0,active,43.7230992,-89.3646841,43.783676,-89.32603,"W4090 14TH ROAD MONTELLO WI, 53949"
17404,ST JOHN LUTHERAN CHURCH - PLYMOUTH,ST JOHN LUTHERAN CHURCH PLYMOUTH,19574,33616.0,19574.0,active,43.7495393,-87.9777317,43.761185,-88.00073,"222 NORTH STAFFORD STREET PLYMOUTH WI, 53073"
17405,SAXEVILLE COMMUNITY CHURCH FOOD PANTRY,SAXEVILLE COMMUNITY CHURCH FOOD PANTRY,19608,33669.0,19608.0,active,44.1776197,-89.1128278,44.184254,-89.11442,"W4616 COUNTY ROAD A SAXEVILLE WI, 54976"
17406,ZZZBREAD BY THE BAY,ZZZBREAD BY THE BAY,19610,33691.0,19610.0,active,44.8894311,-87.8576994,44.8877,-87.93925,"641 WASHINGTON STREET OCONTO WI, 54153"
17407,BREAD BY THE BAY FOOD PANTRY,BREAD BY THE BAY FOOD PANTRY,19612,33692.0,19612.0,active,44.8894311,-87.8576994,44.8877,-87.93925,"641 Washington Street Oconto WI, 54153"
17408,INACTIVE MATTHEW 25:35 FOOD PANTRY,INACTIVE MATTHEW 25:35 FOOD PANTRY,19613,33693.0,19613.0,active,44.5083454,-89.131299,44.581444,-89.149,"189 NORTH MAIN STREET IOLA WI, 54945"
17409,JOSHUA POSSESSING THE PROMISES MINISTRIES,JOSHUA POSSESSING THE PROMISES MINISTRIES,19614,33702.0,19614.0,active,43.0753949,-87.9553052,43.068024,-87.97731,"3300 West Burleigh Street Milwaukee WI, 53210"
17410,RISEN SAVIOR LUTHERAN CHURCH,RISEN SAVIOR COMMUNITY CENTER,19615,33703.0,19615.0,active,43.1772211,-88.0289143,43.163036,-88.03772,"9505 West Brown Deer Road Milwaukee WI, 53224"
17411,ZZZ INACTIVE ALCOHOLICS ANONYMOUS,ZZZ INACTIVE ALCOHOLICS ANONYMOUS,19617,33704.0,19617.0,active,44.8364632,-87.3751606,44.839985,-87.39971,"115 NORTH 5TH AVENUE STURGEON BAY WI, 54235"
17412,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - JACKSON COUNTY,19618,33708.0,19618.0,active,44.2937377,-90.8499237,44.246822,-90.77217," Black River Falls WI, 54615"
17413,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - JUNEAU COUNTY,19618,33709.0,19618.0,active,43.7986858,-90.0766659,43.77371,-90.03678," Mauston WI, 53948"
17414,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - LA CROSSE COUNTY,19618,33712.0,19618.0,active,43.7942288,-91.2476896,43.795456,-91.15379," La Crosse WI, 54601"
17415,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - MONROE COUNTY,19618,33713.0,19618.0,active,43.9788756,-90.5050741,44.013435,-90.492966," Tomah WI, 54660"
17416,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - VERNON COUNTY,19618,33714.0,19618.0,active,43.5572729,-90.889615,43.518833,-90.91631," Viroqua WI, 54665"
17417,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - CRAWFORD COUNTY,19618,33718.0,19618.0,active,43.0513103,-91.1445607,43.01032,-91.04101," Prairie Du Chien WI, 53821"
17418,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - GRANT COUNTY,19618,33719.0,19618.0,active,42.7347897,-90.4783282,42.7422,-90.49278," Platteville WI, 53818"
17419,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - IOWA COUNTY,19618,33720.0,19618.0,active,42.9615005,-90.1308893,42.994812,-90.14835," Dodgeville WI, 53533"
17420,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - LAFAYETTE COUNTY,19618,33721.0,19618.0,active,42.6824165,-90.1184271,42.70468,-90.1322," Darlington WI, 53530"
17421,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - RICHLAND COUNTY,19618,33722.0,19618.0,active,43.3340211,-90.3863866,43.37154,-90.42982," Richland Center WI, 53581"
17422,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - BARRON COUNTY,19618,33723.0,19618.0,active,45.3987154,-91.8534226,45.412724,-91.883965," Barron WI, 54812"
17423,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - CHIPPEWA COUNTY,19618,33724.0,19618.0,active,44.9405362,-91.3964516,44.9462,-91.40844," Chippewa Falls WI, 54729"
17424,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - RUSK COUNTY,19618,33726.0,19618.0,active,45.4577799,-91.0951441,45.501728,-91.09475," Ladysmith WI, 54848"
17425,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - DUNN COUNTY,19618,33727.0,19618.0,active,44.8750063,-91.9202293,44.8399,-91.94304," MENOMONIE WI, 54751"
17426,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - BUFFALO COUNTY,19618,33729.0,19618.0,active,44.3196956,-91.9132442,44.37871,-91.77546," Alma WI, 54610"
17427,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - EAU CLAIRE COUNTY,19618,33730.0,19618.0,active,44.8119817,-91.4983631,44.749683,-91.51487," Eau Claire WI, 54701"
17428,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - PEPIN COUNTY,19618,33731.0,19618.0,active,44.6223132,-91.9669776,44.600117,-91.899666," DURAND WI, 54736"
17429,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - TREMPEALEAU COUNTY,19618,33732.0,19618.0,active,44.3665741,-91.3196418,44.391445,-91.28852," Whitehall WI, 54773"
17430,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUP S - ADAMS COUNTY,19618,34080.0,19618.0,active,43.9752207,-89.8170296,43.979767,-89.7899," FRIENDSHIP WI, 53934"
17431,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - ASHLAND COUNTY,19618,34655.0,19618.0,active,46.5888715,-90.8898434,46.560402,-90.926605," ASHLAND WI, 54806"
17432,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - BAYFIELD COUNTY,19618,34656.0,19618.0,active,46.8091118,-90.8149559,46.925835,-90.72224," BAYFIELD WI, 54814"
17433,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - BURNETT COUNTY,19618,34658.0,19618.0,active,45.7766848,-92.6796068,45.74655,-92.699104," GRANTSBURG WI, 54840"
17434,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - CLARK COUNTY,19618,34659.0,19618.0,active,44.5597664,-90.5965335,44.552853,-90.63051," NEILLSVILLE WI, 54456"
17435,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - IRON COUNTY,19618,34660.0,19618.0,active,46.4543649,-90.1851927,46.39719,-90.22972," HURLEY WI, 54534"
17436,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - PRICE COUNTY,19618,34661.0,19618.0,active,45.6860734,-90.3990784,45.741364,-90.373276," PHILLIPS WI, 54555"
17437,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - SAWYER COUNTY,19618,34663.0,19618.0,active,46.0138653,-91.487236,46.020123,-91.27997," HAYWARD WI, 54843"
17438,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - TAYLOR COUNTY,19618,34665.0,19618.0,active,45.13177,-90.3408906,45.197315,-90.39998," MEDFORD WI, 54451"
17439,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS- WASHBURN COUNTY,19618,34666.0,19618.0,active,45.7432843,-91.9259065,45.742157,-92.01788," SHELL LAKE WI, 54871"
17440,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - WOOD COUNTY,19618,34667.0,19618.0,active,44.3925073,-89.8213807,44.348774,-89.73908," WISCONSIN RAPIDS WI, 54494"
17441,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - LINCOLN COUNTY,19618,34683.0,19618.0,active,45.1811134,-89.6839581,45.230576,-89.72551," MERRILL WI, 54452"
17442,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - VILAS COUNTY,19618,34684.0,19618.0,active,45.9200156,-89.2503582,45.951385,-89.26006," EAGLE RIVER WI, 54521"
17443,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - ONEIDA COUNTY,19618,34685.0,19618.0,active,45.6377939,-89.4075691,45.6748,-89.345695," RHINELANDER WI, 54501"
17444,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - MARATHON COUNTY,19618,34686.0,19618.0,active,44.9581308,-89.6247232,45.01944,-89.50459," WAUSAU WI, 54403"
17445,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - PORTAGE COUNTY,19618,34687.0,19618.0,active,44.5207,-89.5806,44.553864,-89.567604," STEVENS POINT WI, 54481"
17446,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - DANE COUNTY,19618,34696.0,19618.0,active,43.0719117,-89.3834434,43.0707,-89.37565," MADISON WI, 53703"
17447,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - GREEN COUNTY,19618,34697.0,19618.0,active,42.6016177,-89.6392127,42.61051,-89.629395," MONROE WI, 53566"
17448,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - COLUMBIA COUNTY,19618,34708.0,19618.0,active,43.4943022,-89.308971,43.496086,-89.30815," WYOCENA WI, 53969"
17449,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - SAUK COUNTY,19618,34709.0,19618.0,active,43.460452,-89.8662595,43.39741,-89.88075," NORTH FREEDOM WI, 53951"
17450,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - ROCK COUNTY,19618,34710.0,19618.0,active,42.6821788,-89.0268195,42.694546,-89.131905," JANESVILLE WI, 53548"
17451,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS-CALUMET COUNTY,19618,34740.0,19618.0,active,44.0268128,-88.1520871,44.00252,-88.1904,"443 Manhattan Street Chilton WI, 53014"
17452,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - FOND DU LAC COUNTY,19618,34741.0,19618.0,active,43.7745288,-88.4574589,43.75602,-88.36704,"295 Ruggles Street Fond du Lac WI, 54935"
17453,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - MANIITOWOC COUNTY,19618,34742.0,19618.0,active,44.0870457,-87.6678609,44.10854,-87.72284,"1501 Marshall Street Manitowoc WI, 54220"
17454,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - SHEBOYGAN COUNTY,19618,34743.0,19618.0,active,43.7764693,-87.7348835,43.82668,-87.773895,"2908 North 21st Street Sheboygan WI, 53083"
17455,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - OUTAGAMIE COUNTY,19618,34744.0,19618.0,active,44.2636251,-88.4016799,44.275826,-88.37447,"325 East Franklin Street Appleton WI, 54911"
17456,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - SHAWANO COUNTY,19618,34745.0,19618.0,active,44.7662157,-88.6033434,44.753555,-88.66879,"1254 South Lincoln Street Shawano WI, 54166"
17457,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - WINNEBAGO COUNTY,19618,34747.0,19618.0,active,44.0228334,-88.5267315,44.046417,-88.493385, 
17458,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - GREEN LAKE COUNTY,19618,34748.0,19618.0,active,43.839635,-88.9579563,43.875565,-88.98617,"530 Ruth Street Green Lake WI, 54941"
17459,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - MARQUETTE  COUNTY,19618,34749.0,19618.0,active,43.7938153,-89.3219722,43.783676,-89.32603,"East Park Street Montello WI, 53949"
17460,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS - WAUSHARA COUNTY,19618,34750.0,19618.0,active,44.0752842,-89.2818314,44.06668,-89.27827,"301 East Mount Morris Avenue Wautoma WI, 54982"
17461,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS – DOUGLAS COUNTY,19618,34751.0,19618.0,active,46.721518,-92.0968298,46.5829,-92.11727," SUPERIOR WI, 54880"
17462,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS – PIERCE COUNTY,19618,34752.0,19618.0,active,44.7446776,-92.488636,44.696228,-92.47004," ELLSWORTH WI, 54011"
17463,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS – POLK COUNTY,19618,34753.0,19618.0,active,45.4527988,-92.4707889,45.454613,-92.37101," BALSAM LAKE WI, 54810"
17464,AL-ANON FAMILY GROUPS,AL-ANON FAMILY GROUPS – SAINT CROIX COUNTY,19618,34754.0,19618.0,active,44.9807425,-92.7212428,44.97084,-92.700264," HUDSON WI, 54016"
17465,ADORAY HOME HEALTH AND HOSPICE,ADORAY HOME HEALTH AND HOSPICE OFFICE,19630,33771.0,19630.0,active,44.9671549,-92.374652,44.969284,-92.36754,"990 Main Street Suite 1 Baldwin WI, 54002"
17466,ADORAY HOME HEALTH AND HOSPICE,TREASURES FROM THE HEART - BALDWIN 1 & 2,19630,33772.0,19630.0,active,44.9669326,-92.373071,44.969284,-92.36754,"815 Main Street Baldwin WI, 54002"
17467,ADORAY HOME HEALTH AND HOSPICE,TREASURES FROM THE HEART - OSCEOLA SITE,19630,33773.0,19630.0,active,45.3205232,-92.7054509,45.283783,-92.63103,"120 North Cascade Street Osceola WI, 54020"
17468,ADORAY HOME HEALTH AND HOSPICE,TREASURES FROM THE HEART - RIVER FALLS SITE,19630,33774.0,19630.0,active,44.8571942,-92.6262931,44.844482,-92.5976,"200 South Main Street River Falls WI, 54022"
17469,AGING AND DISABILITY RESOURCE CENTER OF NORTHWEST WISCONSIN,BURNETT COUNTY GOVERNMENT CENTER,19631,33775.0,19631.0,active,45.8229361,-92.3668768,45.770428,-92.405975,"7410 County Road K #180 Siren WI, 54872"
17470,AGING AND DISABILITY RESOURCE CENTER OF NORTHWEST WISCONSIN,POLK COUNTY GOVERNMENT CENTER,19631,33776.0,19631.0,active,45.454479,-92.467557,45.454613,-92.37101,"100 Polk County Plaza Suite 60 Balsam Lake WI, 54810"
17471,AGING AND DISABILITY RESOURCE CENTER OF ST CROIX COUNTY,ST CROIX COUNTY SERVICES CENTER,19632,33784.0,19632.0,active,45.0996204,-92.5352301,45.125397,-92.502235,"1752 Dorset Lane New Richmond WI, 54017"
17472,ALLIANCE CHURCH OF THE VALLEY,ALLIANCE CHURCH OF THE VALLEY,19633,33787.0,19633.0,active,45.3926942,-92.6382887,45.49458,-92.638405,"1259 Wisconsin 35 Saint Croix Falls WI, 54024"
17473,DIVINE SAVIOR LUTHERAN CHURCH FOOD PANTRY,DIVINE SAVIOR LUTHERAN CHURCH FOOD PANTRY,20024,34069.0,20024.0,active,44.7894848,-88.6088657,44.753555,-88.66879,"102 NORTHRIDGE DRIVE SHAWANO WI, 54166"
17474,WITTENBERG FOOD PANTRY,WITTENBERG FOOD PANTRY,20025,33715.0,20025.0,active,44.82105,-89.165592,44.797543,-89.153725,"704 SOUTH WEBB STREET WITTENBERG WI, 54499"
17475,AMERY AREA FOOD PANTRY,AMERY AREA FOOD PANTRY,20026,33788.0,20026.0,active,45.3026732,-92.3664126,45.343746,-92.36489,"230 Deronda Street Amery WI, 54001"
17476,AMERY AREA PUBLIC LIBRARY,AMERY AREA PUBLIC LIBRARY,20027,33789.0,20027.0,active,45.313983,-92.362427,45.343746,-92.36489,"104 West Maple Street Suite B Amery WI, 54001"
17477,AMERY CITY OFFICES,AMERY CITY HALL,20028,33790.0,20028.0,active,45.311655,-92.3632111,45.343746,-92.36489,"118 Center Street West Amery WI, 54001"
17478,AMERY FIRE DEPARTMENT,AMERY FIRE STATION,20029,33791.0,20029.0,active,45.3112118,-92.3615736,45.343746,-92.36489,"101 Keller Avenue South Amery WI, 54001"
17479,AMERY HOUSING AUTHORITY,AMERY HOUSING OFFICE,20030,33792.0,20030.0,active,45.3137092,-92.3635739,45.343746,-92.36489,"300 Harriman Avenue North Amery WI, 54001"
17480,AMERY POLICE DEPARTMENT,AMERY POLICE STATION,20031,33793.0,20031.0,active,45.3024635,-92.3666525,45.343746,-92.36489,"675 Harriman Avenue South Amery WI, 54001"
17481,AMERY SCHOOL DISTRICT,COMMUNITY EDUCATION OFFICE,20032,33794.0,20032.0,active,45.3027624,-92.351888,45.343746,-92.36489,"555 Minneapolis Avenue South Amery High School Amery WI, 54001"
17482,AMERY SCHOOL DISTRICT,INTERMEDIATE SCHOOL AND DISTRICT OFFICE,20032,33795.0,20032.0,active,45.301365,-92.344215,45.343746,-92.36489,"543 Minneapolis Avenue South Amery WI, 54001"
17483,ARNELL MEMORIAL HUMANE SOCIETY,ARNELL MEMORIAL HUMANE SOCIETY,20033,33796.0,20033.0,active,45.2963638,-92.3628469,45.343746,-92.36489,"185 Griffin Street East Amery WI, 54001"
17484,BALDWIN COMMUNITY FOOD PANTRY,BALDWIN COMMUNITY FOOD PANTRY,20034,33797.0,20034.0,active,44.9687655,-92.36989,44.969284,-92.36754,"920 6th Avenue Baldwin WI, 54002"
17485,BALDWIN PUBLIC LIBRARY,BALDWIN PUBLIC LIBRARY,20035,33798.0,20035.0,active,44.9566458,-92.3683284,44.969284,-92.36754,"400 Cedar Street Baldwin WI, 54002"
17486,BALDWIN VILLAGE POLICE DEPARTMENT,BALDWIN VILLAGE POLICE STATION,20036,33799.0,20036.0,active,44.9566458,-92.3683284,44.969284,-92.36754,"400 Cedar Street Baldwin WI, 54002"
17487,BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,COMMUNITY EDUCATION SITE,20037,33801.0,20037.0,active,44.9664695,-92.3795881,44.969284,-92.36754,"1000 13th Avenue Baldwin WI, 54002"
17488,BALDWIN-WOODVILLE AREA SCHOOL DISTRICT,DISTRICT OFFICE,20037,33802.0,20037.0,active,44.968702,-92.3685857,44.969284,-92.36754,"550 U.S. 12 Baldwin WI, 54002"
17489,BALSAM LAKE FIRE DEPARTMENT,BALSAM LAKE FIRE STATION,20038,33803.0,20038.0,active,45.4504467,-92.4665323,45.454613,-92.37101,"931 Mallard Lane Balsam Lake WI, 54810"
17490,BALSAM LAKE POLICE DEPARTMENT,BALSAM LAKE POLICE STATION,20039,33804.0,20039.0,active,45.4497899,-92.4525581,45.454613,-92.37101,"404 West Main Street Balsam Lake WI, 54810"
17491,BALSAM LAKE PUBLIC LIBRARY,BALSAM LAKE PUBLIC LIBRARY,20040,33805.0,20040.0,active,45.4497899,-92.4525581,45.454613,-92.37101,"404 West Main Street Balsam Lake WI, 54810"
17492,BASICS FOR LOCAL KIDS,WINTER-WEAR DISTRIBUTION PROCESS,20041,34698.0,20041.0,active,44.7315476,-92.4828465,44.696228,-92.47004,"126 South Chestnut Street Ellsworth WI, 54011"
17493,BIG BROTHERS BIG SISTERS - NORTHWESTERN WISCONSIN,HUDSON OFFICE,20042,33806.0,20042.0,active,44.9787454,-92.7211543,44.97084,-92.700264,"808 Carmichael Road Suite 106 Hudson WI, 54016"
17494,ZZZBALDWIN CARE CENTER,ZZZBALDWIN CARE CENTER,20043,33807.0,20043.0,active,44.9595897,-92.3703529,44.969284,-92.36754,"1600 BIRCHWOOD DRIVE BALDWIN WI, 54002"
17495,BONE LAKE LUTHERAN CHURCH,BONE LAKE LUTHERAN CHURCH,20044,33808.0,20044.0,active,45.5762155,-92.3873055,45.577274,-92.44769,"1101 255th Avenue Luck WI, 54853"
17496,BRIDGE FOR COMMUNITY LIFE,CORPORATE OFFICE,20045,33809.0,20045.0,active,44.9681049,-92.6704461,44.97084,-92.700264,"651 BRAKKE DRIVE HUDSON WI, 54016"
17497,C.A. FRIDAY MEMORIAL LIBRARY,C.A. FRIDAY MEMORIAL LIBRARY,20046,33810.0,20046.0,active,45.1230155,-92.5364065,45.125397,-92.502235,"155 East 1st Street New Richmond WI, 54017"
17498,THE CENTRE,THE CENTRE,20047,33811.0,20047.0,active,45.1185401,-92.5326594,45.125397,-92.502235,"425 East 5th Street New Richmond WI, 54017"
17499,CESA 11 NEW RICHMOND HEAD START,NEW RICHMOND HEAD START,20048,33812.0,20048.0,active,45.1098837,-92.536996,45.125397,-92.502235,"118 Homestead Drive Suite 4 New Richmond WI, 54017"
17500,ZZZCHIPPEWA VALLEY TECHNICAL COLLEGE,ZZZRIVER FALLS CAMPUS,20049,33813.0,20049.0,active,44.855619,-92.608065,44.844482,-92.5976,"500 SOUTH WASSON LANE RIVER FALLS WI, 54022"
17501,CHRISTIAN COMMUNITY HOME OF OSCEOLA AND HEARTHSIDE ASSISTED LIVING,OSCEOLA CAMPUS,20050,33814.0,20050.0,active,45.3020438,-92.7022152,45.283783,-92.63103,"2650 65th Avenue Osceola WI, 54020"
17502,CHRISTIAN COMMUNITY HOME OF OSCEOLA AND HEARTHSIDE ASSISTED LIVING,EVERGREEN SENIOR LIVING,20050,37950.0,20050.0,active,45.3252226,-92.6992006,45.283783,-92.63103,"304 8th Avenue East Osceola WI, 54020"
17503,CHRISTIAN COMMUNITY HOMES AND SERVICES,HUDSON CAMPUS CARE CENTER,20051,33815.0,20051.0,active,44.9720345,-92.739447,44.97084,-92.700264,"1320 Wisconsin Street Hudson WI, 54016"
17504,CHRISTIAN COMMUNITY HOMES AND SERVICES,WINTERGREEN SENIOR APARTMENTS,20051,33816.0,20051.0,active,44.972181,-92.739892,44.97084,-92.700264,"1312 Wisconsin Street Hudson WI, 54016"
17505,HUDSON FOOD CUPBOARD,ST PATRICK'S CATHOLIC CHURCH,20052,33817.0,20052.0,active,44.9772365,-92.7357861,44.97084,-92.700264,"1500 Vine Street Hudson WI, 54016"
17506,CLAYTON SCHOOL DISTRICT,DISTRICT OFFICE,20053,33818.0,20053.0,active,45.3293439,-92.1760002,45.295315,-92.118546,"236 Polk Avenue Clayton WI, 54004"
17507,CLAYTON VILLAGE FIRE DEPARTMENT,CLAYTON FIRE STATION,20054,33819.0,20054.0,active,45.3315309,-92.171119,45.295315,-92.118546,"133 East Clayton Avenue Clayton WI, 54004"
17508,CLAYTON VILLAGE POLICE DEPARTMENT,CLAYTON POLICE STATION,20055,33820.0,20055.0,active,45.3315309,-92.171119,45.295315,-92.118546,"133 East Clayton Avenue Clayton WI, 54004"
17509,CLEAR LAKE AREA COMMUNITY CENTER,CLEAR LAKE AREA COMMUNITY CENTER,20056,33821.0,20056.0,active,45.2493041,-92.2729483,45.229645,-92.2186,"560 5th Street Clear Lake WI, 54005"
17510,CLEAR LAKE PUBLIC LIBRARY,CLEAR LAKE PUBLIC LIBRARY,20057,33822.0,20057.0,active,45.2500573,-92.2707677,45.229645,-92.2186,"350 4th Avenue Clear Lake WI, 54005"
