Client_Id,Interaction_ClientId,Interaction_Id,Notes,Units,Amount,Site_Id,Agency_Id,Program_Id,Service_id,ShareOptIn,CostPerUnit,Taxonomy_Id,FundingAmount,Taxonomy_Code,Taxonomy_Name,DateOfReferral,Agency_ParentId,SiteSystem_Name,TaxonomyLink_Id,AgencySystem_Name,TaxonomyLink_Code,TaxonomyLink_Name,ProgramSystem_Name,ServiceSystem_Name,DateOfServiceProvided,InteractionReferral_Id,AgencySystem_ParentName,OptionListValue_ReasonUnmet
27685,27685,1219379,None,None,None,'Food Pantries',None,None,'GREATER LITTLE HILL COGIC',None,58860,None,21856,None,None,None,None,None,'Food Pantries',None,None,'BETHEL CME CHURCH',None,55460,None,15469,None,None
27685,27685,1219379,None,None,407761,None,None,'AMANI COMMUNITY CENTER FOOD PANTRY',None,34907,None,'BD-1800.2000','MISSION OF CHRIST LUTHERAN CHURCH',None,1834696,None,None,407761,None,None,'FOOD PANTRY Z',None,27013,None,'BD-1800.2000','COA YOUTH & FAMILY CENTERS - GOLDIN CENTER',None,1834698
27685,27685,1219379,None,52283,None,16953,None,None,None,None,None,'Food Pantries',None,None,'MISSION OF CHRIST LUTHERAN CHURCH',None,51829,None,16772,None,None,None,None,None,'Food Pantries',None,None,'COA YOUTH & FAMILY CENTERS'
27685,27685,1219379,30659,None,'BD-1800.2000','GREATER LITTLE HILL COGIC',None,1834695,None,None,407761,None,None,'FOOD PANTRY',None,29712,None,'BD-1800.2000','BETHEL CME CHURCH',None,1834697,None,None,407761,None,None,'COA GOLDIN FOOD PANTRY',None
43400,43400,1219350,None,None,None,28118,None,None,48982,None,None,414516,None,'TJ-3200.2500-140','City Government Information Services',None,15953,'WEST ALLIS CITY HALL',None,None,None,None,None,'CITY CLERK',None,1834649,'WEST ALLIS,None
38016,38016,1219309,None,None,None,60816,None,None,'Food Pantries',15764,None,None,None,None,'SALVATION ARMY DIVISIONAL HEADQUARTERS',None,None,None,59721,None,None,'Food Pantries',17703,None,None,None,None,'ONE GOD MINISTRY'
38016,38016,1219309,None,27658,None,None,407761,'BD-1800.2000',None,'SALVATION ARMY DISTRIBUTION CENTER',None,None,'FOOD PANTRY - 60TH STREET',1834579,None,None,32116,None,None,407761,'BD-1800.2000',None,'ONE GOD MINISTRY',None,None,'FOOD PANTRY',1834580,None
39869,39869,1219251,None,None,None,59986,None,None,'Food Pantries',22257,None,None,None,None,'VETERANS SERVICES',None,None,None,47101,None,None,'Food Pantries',15537,None,None,None,None,'GOOD SAMARITAN OUTREACH CENTER'
39869,39869,1219251,None,35539,None,None,407761,'BD-1800.2000',None,'VETERANS SERVICES - SAINT JOHN LUTHERAN CHURCH',None,None,'MOBILE FOOD PANTRY',1834472,None,None,27228,None,None,407761,'BD-1800.2000',None,'GOOD SAMARITAN OUTREACH CENTER',None,None,'FOOD PANTRY - SEE BOUNDARIES',1834473,None
20530,20530,1219247,None,None,None,26909,None,None,46349,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,15432,'MAXIMUS - CENTURY CITY TOWER',None,None,None,None,None,'EMERGENCY ASSISTANCE (EA) GRANT',None,1834467,'MAXIMUS',None
20609,20609,1219246,None,None,None,27803,None,None,48272,None,None,407761,None,'BD-1800.2000','Food Pantries',None,15842,'ALL SAINTS CATHOLIC CHURCH',None,None,None,None,None,'FOOD PANTRY',None,1834466,'ALL SAINTS CATHOLIC CHURCH',None
28827,28827,1219182,None,None,None,28703,None,None,49125,None,None,409387,None,'FT-3200','General Legal Aid',None,15983,'LEGAL ACTION OF WISCONSIN - RACINE AREA',None,None,None,None,None,'LEGAL SERVICES - RACINE OFFICE',None,1834360,'LEGAL ACTION OF WISCONSIN',None
37629,37629,1219050,None,None,None,28397,None,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,None,None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1834113,'IMPACT',None
2843,2843,1219033,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1834096,'GREAT RIVERS 2-1-1',None
2693,2693,1219030,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1834094,'GREAT RIVERS 2-1-1',None
2748,2748,1219025,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1834088,'GREAT RIVERS 2-1-1',None
2890,2890,1219005,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1834057,'GREAT RIVERS 2-1-1',None
2702,2702,1218998,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1834043,'GREAT RIVERS 2-1-1',None
2748,2748,1218993,None,None,None,None,None,None,'Home Delivered Meals',None,None,None,None,None,None,None,None,754,54770,None,None,'Talklines/Warmlines',754,None,None,None,None,'GREAT RIVERS 2-1-1'
2748,2748,1218993,None,None,None,None,407858,'BD-5000.3500',None,None,None,None,None,1834039,<NESTED LIST>,None,7489,None,None,413132,'RF-8380',None,'GREAT RIVERS 2-1-1','GREAT RIVERS 2-1-1',None,'SUPPORTIVE LISTENING - IN HOUSE USE',1834040,None
2702,2702,1218985,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1834026,'GREAT RIVERS 2-1-1',None
25462,25462,1218943,None,None,None,27883,None,None,48501,None,None,407761,None,'BD-1800.2000','Food Pantries',None,15884,'EASTBROOK CHURCH',None,None,None,None,None,'FOOD PANTRY',None,1833960,'EASTBROOK CHURCH',None
14851,14851,1218935,None,None,None,'UNITED WAY WORLDWIDE',64821,11270,None,None,'Automobile Purchase Loans',None,None,None,None,None,None,None,'MILWAUKEE RENTAL HOUSING RESOURCE CENTER',61863,15476,None,None,'Homelessness Prevention Programs',None,None,None,None
14851,14851,1218935,None,141,None,None,None,'UNITED MIGRANT OPPORTUNITY SERVICES (UMOS) - MILWAUKEE',1833946,None,None,'JOB ACCESS LOAN (JAL)',27055,'BH-3800.7000',None,None,407943,None,None,None,'COMMUNITY ADVOCATES - JAMES LOVELL ST',1833950,None,None,'RENTAL HOUSING SERVICES',33027,'FT-4500.1800',None
14851,14851,1218935,None,None,None,None,None,None,'UNITED MIGRANT OPPORTUNITY SERVICES',46351,15432,None,None,'Rent Payment Assistance',None,None,None,None,None,None,None,'COMMUNITY ADVOCATES',64439,23570,None,None,'Eviction Prevention Legal Assistance',None
14851,14851,1218935,13748,'BT-4500.4500-710',None,None,408188,None,None,None,'MAXIMUS - CENTURY CITY TOWER',1833947,None,None,'EMERGENCY RENT ASSISTANCE PROGRAM - ERAP (WERA)',37477,'BH-3800.7000',None,None,407943,None,None,None,'MILWAUKEE RENTAL HOUSING RESOURCE CENTER',1833951,None,None,'LANDLORD-TENANT MEDIATION PROGRAM'
14851,14851,1218935,None,'Ride App Services',None,None,None,None,None,None,None,'MAXIMUS',63041,15476,None,None,'Rent Payment Assistance',None,None,None,None,None,None,None,'MILWAUKEE RENTAL HOUSING RESOURCE CENTER',55824,18266,None
14851,14851,1218935,None,None,'ZZZ-RIDE UNITED TRANSPORTATION ASSISTANCE',19318,'BT-8300.0870-030',None,None,408188,None,None,None,'COMMUNITY ADVOCATES - JAMES LOVELL ST',1833948,None,None,'RENTAL HOUSING SERVICES',27055,'BH-3800.7000',None,None,3,None,None,None,'MEDIATE WISCONSIN - MILWAUKEE',1833952
14851,14851,1218935,63377,5503,None,None,'Automobile Purchase Loans',None,None,None,None,None,None,None,'COMMUNITY ADVOCATES',64439,23570,None,None,'Rent Payment Assistance',None,None,None,None,None,None,None,'MEDIATE WISCONSIN'
14851,14851,1218935,None,'UNITED WAY WORLDWIDE',1833945,None,None,'JOB ACCESS LOAN (JAL)',26909,'BT-8300.0870-030',None,None,407943,None,None,None,'MILWAUKEE RENTAL HOUSING RESOURCE CENTER',1833949,None,None,'HOMELESS PREVENTION AND FINANCIAL ASSISTANCE PROGRAM',37477,'BH-0500.3140',None,None,409482,None,None
43586,43586,1218921,None,None,None,28617,None,None,50266,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16300,'SALVATION ARMY OF WAUKESHA',29826,None,'BH-1800.8500-150 * YK-8200.8000','Community Shelters * Single Men',None,'SALVATION ARMY EMERGENCY LODGE',None,1833924,'SALVATION ARMY OF WAUKESHA',None
35163,35163,1218784,None,None,None,51984,None,None,'Food Pantries',16815,None,None,None,None,'HOLY COMMUNION LUTHERAN CHURCH',None,None,None,55118,None,None,'Food Pantries',17904,None,None,None,None,'LAKEVIEW CHURCH OF CHRIST'
35163,35163,1218784,None,30047,None,None,407761,'BD-1800.2000',None,'HOLY COMMUNION LUTHERAN CHURCH',None,None,'FOOD PANTRY',1833664,None,None,32482,None,None,407761,'BD-1800.2000',None,'LAKEVIEW CHURCH OF CHRIST',None,None,'FOOD PANTRY',1833665,None
40613,40613,1218722,None,None,None,58798,None,None,'Non-Emergency Medical Transportation',21828,None,None,None,None,'LIFESTAR EMERGENCY MEDICAL SERVICES',None,None,None,58803,None,None,'Disability Related Transportation',21834,None,None,None,None,'TRANSTAR'
40613,40613,1218722,None,34864,None,None,408156,'BT-4500.6500-500',None,'LIFESTAR EMERGENCY MEDICAL SERVICES',None,None,'AMBULANCE SERVICES',1833549,None,None,34869,None,None,408150,'BT-4500.6500-170',None,'TRANSTAR',None,None,'MEDICAL TRANSPORTATION',1833550,None
2693,2693,1218660,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1833448,'GREAT RIVERS 2-1-1',None
14946,14946,1218557,None,28159,59537,409485,'Landlord/Tenant Dispute Resolution','LEGAL AID SOCIETY OF MILWAUKEE',None,'LANDLORD/TENANT LAW','LEGAL AID SOCIETY OF MILWAUKEE',None,None,None,None,None,None,None,None,None,None,None,None,'FT-4500.1800',18266,None,None,1833269
14946,14946,1218557,None,None,None,None,None,None,None,None,None,None,None,None,'FT-4500.1800',15983,None,None,1833268,None,33027,55824,409482,'Eviction Prevention Legal Assistance','MEDIATE WISCONSIN - MILWAUKEE',None,'LANDLORD-TENANT MEDIATION PROGRAM','MEDIATE WISCONSIN'
14946,14946,1218557,None,None,None,'FT-4500.4600',15987,None,None,1833267,None,35303,49104,409482,'Eviction Prevention Legal Assistance','LEGAL ACTION OF WISCONSIN - MILWAUKEE COUNTY COURT HOUSE',None,'EVICTION DEFENSE PROJECT','LEGAL ACTION OF WISCONSIN',None,None,None,None,None,None,None,None,None
23078,23078,1218540,None,None,None,28626,None,None,50298,None,None,413245,None,'RP-1500.1400-200','Domestic Violence Hotlines',None,16307,"""WOMEN'S CENTER",None,None,None,None,None,'24 HOUR HOTLINE',None,1833234,"""WOMEN'S CENTER",None
26916,26916,1218490,None,None,None,28397,None,None,49695,None,None,414509,None,'TJ-3000.8500','211 Systems',None,16173,'IMPACT - 211',None,None,None,None,None,'IMPACT 211',None,1833154,'IMPACT',None
26229,26229,1218485,None,None,None,49106,None,None,'General Legal Aid',15983,None,None,None,None,'LEGAL ACTION OF WISCONSIN',None,None,None,49132,None,None,'Legal Counseling',15987,None,None,None,None,'LEGAL AID SOCIETY OF MILWAUKEE'
26229,26229,1218485,None,28153,None,None,409387,'FT-3200',None,'LEGAL ACTION OF WISCONSIN - MILWAUKEE & WAUKESHA',None,None,'LEGAL SERVICES - MILWAUKEE & WAUKESHA OFFICE',1833144,None,None,28159,None,None,409284,'FP-4000',None,'LEGAL AID SOCIETY OF MILWAUKEE',None,None,'CIVIL DIVISION',1833145,None
1688,1688,1218477,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1833131,'GREAT RIVERS 2-1-1',None
28506,28506,1218429,None,None,None,5970,None,None,11450,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,5332,'THE SALVATION ARMY OF DANE COUNTY SOCIAL SERVICES',29363,None,'BH-1800.8500-150 * YK-8200.8100','Community Shelters * Single Women',None,"""SINGLE WOMEN'S SHELTER""",None,1833047,'THE SALVATION ARMY OF DANE COUNTY',None
21988,21988,1218416,None,None,None,50074,None,None,'Beds',16233,None,None,None,None,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,None,None,51211,None,None,'Beds',16590,None,None,None,None,'ZZZ - BUDGET FURNITURE'
21988,21988,1218416,None,28505,None,None,408016,'BM-3000.2000-130',None,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,None,'CLOTHING/HOUSEHOLD GOODS',1833025,None,None,29059,None,None,408016,'BM-3000.2000-130',None,'ZZZ - BUDGET FURNITURE',None,None,'ZZZ - FURNITURE/APPLIANCE',1833026,<NESTED LIST>
21988,21988,1218403,None,None,None,28505,None,None,50074,None,None,408016,None,'BM-3000.2000-130','Beds',None,16233,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,None,None,None,None,'CLOTHING/HOUSEHOLD GOODS',None,1833001,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None
21988,21988,1218392,None,None,None,28505,None,None,50074,None,None,408016,None,'BM-3000.2000-130','Beds',None,16233,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None,None,None,None,None,'CLOTHING/HOUSEHOLD GOODS',None,1832980,'ST VINCENT DE PAUL SOCIETY - MILWAUKEE',None
25300,25300,1218374,None,None,None,None,None,None,None,None,None,408007,None,'BH-8400.6000-040','Adult Residential Care Homes',None,None,None,None,None,None,None,None,None,None,1832955,None,<NESTED LIST>
2693,2693,1218367,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832944,'GREAT RIVERS 2-1-1',None
40475,40475,1218354,None,37477,64439,407943,'Rent Payment Assistance','MILWAUKEE RENTAL HOUSING RESOURCE CENTER',None,'RENTAL HOUSING SERVICES','MILWAUKEE RENTAL HOUSING RESOURCE CENTER',None,None,None,None,None,None,None,None,None,None,None,None,'BH-3800.7250',16305,None,None,1832922
40475,40475,1218354,None,None,None,None,None,None,None,None,None,None,None,None,'BH-3800.7000',16733,None,None,1832921,None,28622,63014,407945,'Rental Deposit Assistance','SOCIAL DEVELOPMENT COMMISSION - NORTH AVE',None,'MILWAUKEE EMERGENCY RENTAL ASSISTANCE PROGRAM - MERA (WERA)','SOCIAL DEVELOPMENT COMMISSION'
40475,40475,1218354,None,None,None,'BH-3800.7000',23570,None,None,1832920,None,29588,51683,407943,'Rent Payment Assistance','AMERICA WORKS OF WISCONSIN',None,'EMERGENCY ASSISTANCE GRANT','AMERICA WORKS OF WISCONSIN',None,None,None,None,None,None,None,None,None
32157,32157,1218289,None,None,None,28400,None,None,61692,None,None,408259,None,'BV-8900.9300-250','Gas Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,None,None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,1832808,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
34711,34711,1218277,None,None,None,28400,None,None,61692,None,None,408259,None,'BV-8900.9300-250','Gas Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,None,None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,1832789,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
33197,33197,1218260,None,None,None,37600,None,None,64779,None,None,346,None,'LF-4900.1565','COVID-19 Diagnostic Tests',None,23144,'ZZZ - SUMMIT CLINICAL LABS - KENOSHA',None,None,None,None,None,'ZZZ - COVID-19 TESTING SITE - KENOSHA',None,1832766,'SUMMIT CLINICAL LABS',None
37629,37629,1218246,None,None,None,28397,None,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,None,None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1832750,'IMPACT',None
2693,2693,1218244,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832748,'GREAT RIVERS 2-1-1',None
2843,2843,1218228,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832723,'GREAT RIVERS 2-1-1',None
2777,2777,1218226,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832721,'GREAT RIVERS 2-1-1',None
2693,2693,1218180,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832641,'GREAT RIVERS 2-1-1',None
25887,25887,1218125,None,None,None,30499,None,None,52237,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16934,'211 USE - COMMUNITY SHELTER UNMET',29826,None,'BH-1800.8500-150 * YK-8200.8000','Community Shelters * Single Men',None,'COMMUNITY SHELTER - UNMET',None,1832533,'211 USE - COMMUNITY SHELTER UNMET',None
2843,2843,1218060,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832440,'GREAT RIVERS 2-1-1',None
2693,2693,1218048,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832425,'GREAT RIVERS 2-1-1',None
22830,22830,1218010,None,None,None,28405,None,None,49721,None,None,410313,None,'LH-0350','Aging and Disability Resource Centers',None,16176,'AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY - MARCIA P COGGS CENTER',None,None,None,None,None,'AGING AND DISABILITY SERVICES',None,1832380,'AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY',None
22830,22830,1218009,None,None,None,27894,None,None,48530,None,None,411627,None,'PH-3300.6500','Personal Care',None,15893,'INDEPENDENCEFIRST',None,None,None,None,None,'PERSONAL ASSISTANCE SERVICES PROGRAM',None,1832379,'INDEPENDENCEFIRST',None
2841,2841,1217980,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832333,'GREAT RIVERS 2-1-1',None
2693,2693,1217976,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832327,'GREAT RIVERS 2-1-1',None
37629,37629,1217963,None,None,None,28397,None,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,None,None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1832311,'IMPACT',None
2693,2693,1217928,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1832261,'GREAT RIVERS 2-1-1',None
2890,2890,1217887,None,None,None,11647,6090,None,26606,None,None,413251,None,'RP-1500.1400-500','Mental Health Crisis Lines',None,6090,'LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT - INTEGRATED SUPPORT AND RECOVERY SERVICES',None,'LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT',None,None,None,'CRISIS INTERVENTION',None,1832181,'LA CROSSE COUNTY HUMAN SERVICES DEPARTMENT',None
2890,2890,1217886,None,None,None,14279,8989,None,34485,None,None,409110,None,'FL-8200','Sheriff',None,8989,"""LA CROSSE COUNTY SHERIFF' S OFFICE""",None,"""LA CROSSE COUNTY SHERIFF' S OFFICE""",None,None,None,'EMERGENCY DISPATCH',None,1832180,"""LA CROSSE COUNTY SHERIFF' S OFFICE""",None
41183,41183,1217861,None,None,None,20037,None,None,22967,None,None,414477,None,'TJ-3200.1600','Directory Assistance',None,11401,'DIRECTORY ASSISTANCE NUMBERS',None,None,None,None,None,'DIRECTORY ASSISTANCE',None,1832144,'DIRECTORY ASSISTANCE NUMBERS',None
24174,24174,1217813,None,None,None,30499,None,None,52237,None,None,407882,None,'BH-1800.8500-150','Community Shelters',None,16934,'211 USE - COMMUNITY SHELTER UNMET',29157,None,'BH-1800.8500-150 * YK-2000','Community Shelters * Families',None,'COMMUNITY SHELTER - UNMET',None,1832065,'211 USE - COMMUNITY SHELTER UNMET',None
2777,2777,1217786,None,None,None,None,None,None,None,None,None,414477,None,'TJ-3200.1600','Directory Assistance',None,None,None,None,None,None,None,None,None,None,1852524,None,None
22557,22557,1217781,None,None,None,28400,None,None,61692,None,None,408259,None,'BV-8900.9300-250','Gas Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,None,None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,1832019,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
22557,22557,1217779,None,None,None,28400,None,None,61692,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,None,None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,1832017,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
2693,2693,1217678,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1831845,'GREAT RIVERS 2-1-1',None
30794,30794,1217666,None,None,None,22989,None,None,'Prescription Expense Assistance',11403,None,None,None,None,'WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF MEDICAID SERVICES',None,None,None,51269,None,None,'Prescription Drug Discount Cards',16607,None,None,None,None,'RX OUTREACH'
30794,30794,1217666,None,20039,None,None,410563,'LH-5100.6500',None,'WISCONSIN DEPARTMENT OF HEALTH SERVICES - DIVISION OF HEALTH CARE ACCESS AND ACCOUNTABILITY',None,None,'SENIORCARE PRESCRIPTION DRUG PROGRAM',1831832,None,None,29200,None,None,410593,'LH-6700.6250',None,'RX OUTREACH',None,None,'DISCOUNTED PRESCRIPTION MEDICATION PROGRAMS',1831833,None
33458,33458,1217662,None,28159,49132,414521,'Legal Information Services','LEGAL AID SOCIETY OF MILWAUKEE',None,'CIVIL DIVISION','LEGAL AID SOCIETY OF MILWAUKEE',None,None,None,None,None,None,None,None,None,None,None,None,'DD-1500.5250',896,None,None,1831818
33458,33458,1217662,None,None,None,None,None,None,None,None,<NESTED LIST>,None,None,None,'TJ-3200.4500',16613,None,None,1831817,None,12068,19275,408451,'Lawyer Complaints','CARECONNECT USA',None,'COLLECTION COMPLAINT HOTLINE','CARECONNECT USA'
33458,33458,1217662,None,None,None,'TJ-3200.4500',15987,None,None,1831816,None,29210,51265,414521,'Legal Information Services','MILWAUKEE JUSTICE CENTER',None,'BRIEF LEGAL ADVICE AND REFERRAL CLINICS','MILWAUKEE JUSTICE CENTER',None,None,None,None,None,None,None,None,None
26464,26464,1217636,None,None,None,28400,None,None,61692,None,None,408258,None,'BV-8900.9300-180','Electric Service Payment Assistance',None,16174,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER',None,None,None,None,None,'ENERGY ASSISTANCE AND CRISIS ENERGY APPOINTMENTS',None,1831763,'MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES',None
2693,2693,1217580,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1831683,'GREAT RIVERS 2-1-1',None
24621,24621,1217573,None,None,None,28049,None,None,48840,None,None,407761,None,'BD-1800.2000','Food Pantries',None,15904,'INTERCHANGE INC',None,None,None,None,None,'INTERCHANGE FOOD PANTRY',None,1831671,'INTERCHANGE INC',None
27959,27959,1217565,None,None,None,28456,None,None,49887,None,None,407880,None,'BH-1800.3500','Homeless Drop In Centers',None,16199,'REPAIRERS OF THE BREACH',None,None,None,None,None,'DAYTIME SHELTER AND RESOURCE CENTER',None,1831651,'REPAIRERS OF THE BREACH',None
2890,2890,1217556,None,None,None,7489,754,None,54770,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,754,'GREAT RIVERS 2-1-1',None,'GREAT RIVERS 2-1-1',None,None,None,'SUPPORTIVE LISTENING - IN HOUSE USE',None,1831641,'GREAT RIVERS 2-1-1',None
30794,30794,1217555,None,None,None,30956,None,None,52380,None,None,414525,None,'TJ-3200.9000','Time/Temperature/Weather Information Services',None,17007,'WEATHER FORECAST RECORDED ANNOUNCEMENT',None,None,None,None,None,'DATE,None,1831640,'WEATHER FORECAST RECORDED ANNOUNCEMENT',None
37629,37629,1217552,None,None,None,28397,None,None,49700,None,None,413132,None,'RF-8380','Talklines/Warmlines',None,16173,'IMPACT - 211',None,None,None,None,None,'211 USE - EMOTIONAL/SUPPORTIVE LISTENING-WAUKESHA COUNTY',None,1831637,'IMPACT',None
