INTERACTION_ID,INTERACTION_CLIENTID,CLIENT_ID,SITE_ID,AGENCY_ID,PROGRAM_ID,SERVICE_ID,TAXONOMY_ID,TAXONOMY_NAME,DATEOFREFERRAL,AGENCY_PARENTID,SITESYSTEM_NAME,AGENCYSYSTEM_NAME,INTERACTIONREFERRAL_ID,AGENCYSYSTEM_PARENTNAME
1228192,30373,30373,28397,None,None,62702,121,Housing Related Coordinated Entry,None,16173,IMPACT - 211, AgencySystem_Name: None,1849569,IMPACT
1228159,16580,16580,30499,None,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET, AgencySystem_Name: None,1849507,211 USE - COMMUNITY SHELTER UNMET
1228158,32684,32684,28505,None,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1849506,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1228156,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1849503,GREAT RIVERS 2-1-1
1228095,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1849385,GREAT RIVERS 2-1-1
1228076,15987,15987,27533,None,None,47734,413869,Building Inspection,None,15677,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES - ANDERSON WATER TOWER MUNICIPAL BUILDING, AgencySystem_Name: None,1849358,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES
1228054,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1849323,GREAT RIVERS 2-1-1
1228032,39408,39408,29697,None,None,61053,407761,Food Pantries,None,15764,SALVATION ARMY - CITADEL CORPS, AgencySystem_Name: None,1849296,SALVATION ARMY DIVISIONAL HEADQUARTERS
1228014,2670,2670,None,None,None,None,414477,Directory Assistance,None,None,None, AgencySystem_Name: None,1849268, AgencySystem_ParentName: None
1227945,36386,36386,30499,None,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET, AgencySystem_Name: None,1849161,211 USE - COMMUNITY SHELTER UNMET
1227940,41717,41717,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1849154,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1227916,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1849123,GREAT RIVERS 2-1-1
1227913,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1849118,IMPACT
1227910,22822,22822,28400,None,None,61692,408260,Heating Fuel Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1849114,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1227879,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1849072,GREAT RIVERS 2-1-1
1227864,28859,28859,27055,None,None,46771,3,Homelessness Prevention Programs,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST, AgencySystem_Name: None,1849051,COMMUNITY ADVOCATES
1227856,2841,2841,12703,2101,None,62660,413203,Caregiver Counseling,None,2101,2-1-1 WISCONSIN,2-1-1 WISCONSIN,1849042,2-1-1 WISCONSIN
1227843,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1849017,GREAT RIVERS 2-1-1
1227820,26765,26765,28397,None,None,64459,407891,Emergency Shelter Clearinghouses,None,16173,IMPACT - 211, AgencySystem_Name: None,1848978,IMPACT
1227803,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1848940,GREAT RIVERS 2-1-1
1227762,2702,2702,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1848870,GREAT RIVERS 2-1-1
1227663,21430,21430,30092,None,None,62215,413281,Psychological Assessment,None,15569,LIFESTANCE HEALTH - NORTH PORT WASHINGTON ROAD, AgencySystem_Name: None,1848701,LIFESTANCE HEALTH
1227654,23690,23690,27414,None,None,47569,407761,Food Pantries,None,15623,SAINT CASIMIR CATHOLIC CHURCH, AgencySystem_Name: None,1848688,KINSHIP COMMUNITY FOOD CENTER
1227586,36543,36543,35612,None,None,60667,407761,Food Pantries,None,16801,MACCANON BROWN HOMELESS SANCTUARY, AgencySystem_Name: None,1848579,MACCANON BROWN HOMELESS SANCTUARY
1227566,38406,38406,28432,None,None,49771,411000,Emergency Dental Care,None,16179,MILWAUKEE HEALTH SERVICES - ISAAC COGGS HERITAGE HEALTH CENTER, AgencySystem_Name: None,1848549,MILWAUKEE HEALTH SERVICES
1227542,40712,40712,27903,None,None,48580,407761,Food Pantries,None,15900,GOOD SAMARITAN WESTSIDE COMMUNITY COGIC, AgencySystem_Name: None,1848504,GOOD SAMARITAN WESTSIDE COMMUNITY COGIC
1227474,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1848376,GREAT RIVERS 2-1-1
1227466,32385,32385,28435,None,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE, AgencySystem_Name: None,1848363,MILWAUKEE RESCUE MISSION
1227334,28859,28859,35464,None,None,59864,3,Homelessness Prevention Programs,None,16173,ZZZ - IMPACT - NAVIGATION CENTER, AgencySystem_Name: None,1848162,IMPACT
1227333,28859,28859,35464,None,None,59864,3,Homelessness Prevention Programs,None,16173,ZZZ - IMPACT - NAVIGATION CENTER, AgencySystem_Name: None,1848138,IMPACT
1227195,34444,34444,37477,None,None,64439,3,Homelessness Prevention Programs,None,23570,MILWAUKEE RENTAL HOUSING RESOURCE CENTER, AgencySystem_Name: None,1847880,MILWAUKEE RENTAL HOUSING RESOURCE CENTER
1227193,24989,24989,30121,None,None,51991,411613,Furnace Maintenance/Repair,None,16822,MILWAUKEE COUNTY EMERGENCY FURNACE REPAIR PROGRAM, AgencySystem_Name: None,1847875,MILWAUKEE COUNTY EMERGENCY FURNACE REPAIR PROGRAM
1227144,30270,30270,None,None,None,None,414509,211 Systems,None,None,None, AgencySystem_Name: None,1847793, AgencySystem_ParentName: None
1227138,26507,26507,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1847787,IMPACT
1227131,2904,2904,11483,5793,None,25765,414522,Medical Information Services,None,5793,GUNDERSEN LUTHERAN MEDICAL CENTER - SUPPORT SERVICES BUILDING,GUNDERSEN LUTHERAN MEDICAL CENTER,1847774,GUNDERSEN LUTHERAN MEDICAL CENTER
1227104,36422,36422,8734,None,None,61829,413255,Suicide Prevention Hotlines,None,5721,FAMILY SERVICES OF NORTHEAST WISCONSIN (GREEN BAY), AgencySystem_Name: None,1847723,FAMILY SERVICES OF NORTHEAST WISCONSIN
1227086,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1847686,GREAT RIVERS 2-1-1
1227062,37074,37074,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1847654,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1227059,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1847650,GREAT RIVERS 2-1-1
1227035,16305,16305,28434,None,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION, AgencySystem_Name: None,1847602,MILWAUKEE RESCUE MISSION
1227006,38278,38278,28622,None,None,64899,408258,Electric Service Payment Assistance,None,16305,SOCIAL DEVELOPMENT COMMISSION - NORTH AVE, AgencySystem_Name: None,1847561,SOCIAL DEVELOPMENT COMMISSION
1226941,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1847455,GREAT RIVERS 2-1-1
1226849,33567,33567,28405,None,None,49721,410313,Aging and Disability Resource Centers,None,16176,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY - MARCIA P COGGS CENTER, AgencySystem_Name: None,1847292,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY
1226815,35527,35527,27055,None,None,61863,3,Homelessness Prevention Programs,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST, AgencySystem_Name: None,1847235,COMMUNITY ADVOCATES
1226773,38663,38663,12634,None,None,19559,409488,Tenant Rights Information/Counseling,None,1904,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD) - HUD OFFICE - WISCONSIN, AgencySystem_Name: None,1847164,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)
1226763,38663,38663,28153,None,None,49106,409387,General Legal Aid,None,15983,LEGAL ACTION OF WISCONSIN - MILWAUKEE & WAUKESHA, AgencySystem_Name: None,1847151,LEGAL ACTION OF WISCONSIN
1226757,22699,22699,28400,None,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1847143,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1226726,35820,35820,28507,None,None,50093,407863,Soup Kitchens,None,16233,ST VINCENT DE PAUL SOCIETY -  CROSS ROADS KITCHEN, AgencySystem_Name: None,1847085,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1226667,28466,28466,19945,None,None,22661,408441,Insurance Complaints,None,11368,WISCONSIN OFFICE OF THE COMMISSIONER OF INSURANCE, AgencySystem_Name: None, AND COMPLAINTS', DateOfServiceProvided: None
1226630,28466,28466,19945,None,None,22661,408441,Insurance Complaints,None,11368,WISCONSIN OFFICE OF THE COMMISSIONER OF INSURANCE, AgencySystem_Name: None, AND COMPLAINTS', DateOfServiceProvided: None
1226628,36004,36004,28505,None,None,50074,408048,General Furniture Provision,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1846905,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1226615,2882,2882,15318,9408,None,35294,413164,Individual Counseling,None,9408,PEACE OF MIND COUNSELING - LA CROSSE OFFICE,PEACE OF MIND COUNSELING,1846881,PEACE OF MIND COUNSELING
1226485,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846620,GREAT RIVERS 2-1-1
1226475,18754,18754,28466,None,None,49942,407761,Food Pantries,None,16206,SILVER SPRING NEIGHBORHOOD CENTER, AgencySystem_Name: None,1846598,SILVER SPRING NEIGHBORHOOD CENTER
1226440,38515,38515,27529,None,None,47724,413843,Mayors Offices,None,15674,MILWAUKEE CITY HALL, AgencySystem_Name: None,1846542,MILWAUKEE
1226405,38515,38515,28600,None,None,47734,413869,Building Inspection,None,15677,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES - ZEIDLER MUNICIPAL BUILDING, AgencySystem_Name: None,1846474,MILWAUKEE DEPARTMENT OF NEIGHBORHOOD SERVICES
1226397,39869,39869,28803,None,None,50670,407761,Food Pantries,None,16418,MILWAUKEE HOMELESS VETERANS INITIATIVE, AgencySystem_Name: None,1846463,MILWAUKEE HOMELESS VETERANS INITIATIVE
1226396,42337,42337,28435,None,None,49818,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION - JOY HOUSE, AgencySystem_Name: None,1846462,MILWAUKEE RESCUE MISSION
1226381,18187,18187,30883,None,None,52339,407956,Housing Search Assistance,None,16992,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES, AgencySystem_Name: None,1846440,WISCONSIN AFFORDABLE HOUSING SEARCH ENGINES
1226362,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846410,GREAT RIVERS 2-1-1
1226330,37810,37810,27658,None,None,48034,407833,Winter Clothing,None,15764,SALVATION ARMY DISTRIBUTION CENTER, AgencySystem_Name: None,1846370,SALVATION ARMY DIVISIONAL HEADQUARTERS
1226319,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1846350,IMPACT
1226293,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846318,GREAT RIVERS 2-1-1
1226285,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846308,GREAT RIVERS 2-1-1
1226274,33458,33458,12627,None,None,63589,407939,Mortgage Payment Assistance,None,1904,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD), AgencySystem_Name: None,1846287,UNITED STATES DEPARTMENT OF HOUSING AND URBAN DEVELOPMENT (HUD)
1226267,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846279,GREAT RIVERS 2-1-1
1226259,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846269,GREAT RIVERS 2-1-1
1226245,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846249,GREAT RIVERS 2-1-1
1226242,1688,1688,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846246,GREAT RIVERS 2-1-1
1226240,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846244,GREAT RIVERS 2-1-1
1226186,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846163,GREAT RIVERS 2-1-1
1226162,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846115,GREAT RIVERS 2-1-1
1226161,35820,35820,28507,None,None,50093,407863,Soup Kitchens,None,16233,ST VINCENT DE PAUL SOCIETY -  CROSS ROADS KITCHEN, AgencySystem_Name: None,1846114,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1226148,37209,37209,20312,None,None,36135,408081,Diapers,None,11695,ST JOSEPH FOOD PROGRAM, AgencySystem_Name: None,1846097,ST JOSEPH FOOD PROGRAM
1226135,30202,30202,27114,None,None,46900,407978,Low Income/Subsidized Private Rental Housing,None,15510,UNITED METHODIST CHILDRENS SERVICES, AgencySystem_Name: None,1846080, AgencySystem_ParentName: ""UNITED METHODIST CHILDRENS SERVICES""
1226118,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1846057,GREAT RIVERS 2-1-1
1226104,16028,16028,30499,None,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET, AgencySystem_Name: None,1846035,211 USE - COMMUNITY SHELTER UNMET
1226100,34200,34200,27055,None,None,63041,408261,Internet Service Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST, AgencySystem_Name: None,1846027,COMMUNITY ADVOCATES
1226036,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845944,GREAT RIVERS 2-1-1
1226034,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1845942,IMPACT
1226028,40167,40167,26933,None,None,46421,408269,Electric Service Connection/Repair,None,15439,WE ENERGIES, AgencySystem_Name: None,1845935,WE ENERGIES
1226004,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845904,GREAT RIVERS 2-1-1
1225985,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845883,GREAT RIVERS 2-1-1
1225955,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845833,GREAT RIVERS 2-1-1
1225945,26765,26765,28456,None,None,49890,414303,Extreme Weather Shelters,None,16199,REPAIRERS OF THE BREACH, AgencySystem_Name: None,1845812,REPAIRERS OF THE BREACH
1225857,21359,21359,29703,None,None,51815,413247,General Crisis Intervention Hotlines,None,16765,MENTAL HEALTH CENTER, AgencySystem_Name: None,1845826,WAUKESHA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1225851,22602,22602,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1845648,IMPACT
1225835,37074,37074,28400,None,None,61692,408259,Gas Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1845618,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1225820,19580,19580,28505,None,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1845585,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1225817,41645,41645,30121,None,None,51991,411613,Furnace Maintenance/Repair,None,16822,MILWAUKEE COUNTY EMERGENCY FURNACE REPAIR PROGRAM, AgencySystem_Name: None,1845583,MILWAUKEE COUNTY EMERGENCY FURNACE REPAIR PROGRAM
1225778,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845511,GREAT RIVERS 2-1-1
1225737,34200,34200,27055,None,None,63041,408259,Gas Service Payment Assistance,None,15476,COMMUNITY ADVOCATES - JAMES LOVELL ST, AgencySystem_Name: None,1845448,COMMUNITY ADVOCATES
1225713,18510,18510,30499,None,None,52237,407882,Community Shelters,None,16934,211 USE - COMMUNITY SHELTER UNMET, AgencySystem_Name: None,1845415,211 USE - COMMUNITY SHELTER UNMET
1225703,24158,24158,27883,None,None,48501,407761,Food Pantries,None,15884,EASTBROOK CHURCH, AgencySystem_Name: None,1845400,EASTBROOK CHURCH
1225691,2841,2841,12703,2101,None,62660,413203,Caregiver Counseling,None,2101,2-1-1 WISCONSIN,2-1-1 WISCONSIN,1845377,2-1-1 WISCONSIN
1225687,37629,37629,28397,None,None,49699,413247,General Crisis Intervention Hotlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1845372,IMPACT
1225659,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845337,GREAT RIVERS 2-1-1
1225654,2680,2680,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845330,GREAT RIVERS 2-1-1
1225653,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845325,GREAT RIVERS 2-1-1
1225650,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845322,GREAT RIVERS 2-1-1
1225643,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845315,GREAT RIVERS 2-1-1
1225640,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845312,GREAT RIVERS 2-1-1
1225639,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845311,GREAT RIVERS 2-1-1
1225635,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845304,GREAT RIVERS 2-1-1
1225633,16305,16305,28434,None,None,49843,407882,Community Shelters,None,16181,MILWAUKEE RESCUE MISSION, AgencySystem_Name: None,1845302,MILWAUKEE RESCUE MISSION
1225610,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845276,GREAT RIVERS 2-1-1
1225607,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1845274,GREAT RIVERS 2-1-1
1225554,40101,40101,27555,None,None,47776,407978,Low Income/Subsidized Private Rental Housing,None,15698,ZZZ - LINDSAY COMMONS, AgencySystem_Name: None,1845189,ZZZ - LINDSAY COMMONS
1225542,19395,19395,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1845169,IMPACT
1225479,37074,37074,28405,None,None,49721,414508,Specialized Information and Referral,None,16176,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY - MARCIA P COGGS CENTER, AgencySystem_Name: None,1845054,AGING AND DISABILITY RESOURCE CENTER (ADRC) OF MILWAUKEE COUNTY
1225458,23264,23264,28193,None,None,49254,407978,Low Income/Subsidized Private Rental Housing,None,16016,LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN (LSS) - WASHINGTON ST, AgencySystem_Name: None,1845018,LUTHERAN SOCIAL SERVICES OF WI AND UPPER MICHIGAN
1225402,809,809,,,,,,,,,,,,
1225375,22957,22957,27555,None,None,47776,407978,Low Income/Subsidized Private Rental Housing,None,15698,ZZZ - LINDSAY COMMONS, AgencySystem_Name: None,1844845,ZZZ - LINDSAY COMMONS
1225369,28088,28088,28505,None,None,50074,408049,Household Goods Vouchers,None,16233,ST VINCENT DE PAUL SOCIETY - MILWAUKEE, AgencySystem_Name: None,1844834,ST VINCENT DE PAUL SOCIETY - MILWAUKEE
1225351,28088,28088,29059,None,None,51211,408052,Mattresses,None,16590,ZZZ - BUDGET FURNITURE, AgencySystem_Name: None,1844804,ZZZ - BUDGET FURNITURE
1225336,22591,22591,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1844974,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1225180,27893,27893,20977,None,None,37136,410486,Health Insurance Marketplaces,None,12288,WISCONSIN ACCESS, AgencySystem_Name: None,1844503,WISCONSIN ACCESS
1225156,37074,37074,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1844467,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1225153,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844462,GREAT RIVERS 2-1-1
1225152,30737,30737,28504,None,None,55073,318,Behavioral Health Department At County HHS Agency,None,16232,ZZZ - MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION - WAUWATOSA, AgencySystem_Name: None,1844461,MILWAUKEE COUNTY BEHAVIORAL HEALTH DIVISION
1225134,34761,34761,28400,None,None,61692,408258,Electric Service Payment Assistance,None,16174,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES - MARCIA P COGGS HUMAN SERVICE CENTER, AgencySystem_Name: None,1844437,MILWAUKEE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1225113,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844396,GREAT RIVERS 2-1-1
1225104,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844381,GREAT RIVERS 2-1-1
1225092,37629,37629,28397,None,None,49700,413132,Talklines/Warmlines,None,16173,IMPACT - 211, AgencySystem_Name: None,1844370,IMPACT
1225071,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844344,GREAT RIVERS 2-1-1
1225070,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844343,GREAT RIVERS 2-1-1
1225069,2693,2693,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844342,GREAT RIVERS 2-1-1
1225063,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844336,GREAT RIVERS 2-1-1
1225048,2890,2890,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844314,GREAT RIVERS 2-1-1
1225047,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844313,GREAT RIVERS 2-1-1
1225039,2748,2748,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844305,GREAT RIVERS 2-1-1
1225037,2843,2843,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844304,GREAT RIVERS 2-1-1
1225026,41002,41002,29703,None,None,51815,413247,General Crisis Intervention Hotlines,None,16765,MENTAL HEALTH CENTER, AgencySystem_Name: None,1844278,WAUKESHA COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES
1225017,28859,28859,37426,None,None,64321,407978,Low Income/Subsidized Private Rental Housing,None,15792,HOPE HOUSE OF MILWAUKEE - SAINT CATHERINE RESIDENCE, AgencySystem_Name: None,1844260,HOPE HOUSE OF MILWAUKEE
1225005,16018,16018,12770,None,None,19762,407956,Housing Search Assistance,None,2279,SOCIALSERVE.COM, AgencySystem_Name: None,1844239,SOCIALSERVE.COM
1224960,2679,2679,7489,754,None,54770,413132,Talklines/Warmlines,None,754,GREAT RIVERS 2-1-1,GREAT RIVERS 2-1-1,1844157,GREAT RIVERS 2-1-1
1224836,22330,22330,27890,None,None,48571,414521,Legal Information Services,None,15891,ZZZ - MARQUETTE UNIVERSITY LAW SCHOOL, AgencySystem_Name: None,1843907,ZZZ - MARQUETTE UNIVERSITY LAW SCHOOL
